method,seed,step,room,room_name,action,external_reward,prediction_error,learning_progress,empowerment,utility,tau,boredom,mode_shift,epsilon,action_entropy,shaped_reward
aed,0,909,1,puzzle,2,1.0,0.0,6.979526093808624e-21,0.9814650384892117,1.4721975577338176,1.4582542163907226,1.3469549957683034,0.0,0.05,0.15405767236812593,2.4721975577338178
aed,0,910,1,puzzle,2,1.0,0.0,6.630549789118187e-21,0.9814716959510806,1.472207543926621,1.4585739830284021,1.3334854458106202,0.0,0.05,0.15405767236812593,2.472207543926621
aed,0,911,1,puzzle,2,1.0,0.0,6.299022299662274e-21,0.9814783369312584,1.4722175053968876,1.4588922006402447,1.320150591352514,0.0,0.05,0.15405767236812593,2.4722175053968876
aed,0,912,1,puzzle,2,1.0,0.0,5.984071184679158e-21,0.9814849615011222,1.4722274422516832,1.459208876848302,1.306949085438989,0.0,0.05,0.15405767236812593,2.4722274422516834
aed,0,913,1,puzzle,2,1.0,0.0,5.684867625445208e-21,0.9814915697316063,1.4722373545974095,1.4595240192370476,1.2938795945845991,0.0,0.05,0.15405767236812593,2.4722373545974095
aed,0,914,1,puzzle,2,1.0,0.0,5.400624244172941e-21,0.9814981616932117,1.4722472425398174,1.4598376353535614,1.280940798638753,0.0,0.05,0.15405767236812593,2.4722472425398174
aed,0,915,1,puzzle,2,1.0,0.0,5.130593031964305e-21,0.9815047374560079,1.4722571061840117,1.4601497327077135,1.2681313906523655,0.0,0.05,0.15405767236812593,2.4722571061840117
aed,0,916,1,puzzle,2,1.0,0.0,4.8740633803660796e-21,0.9815112970896376,1.4722669456344564,1.4604603187723473,1.2554500767458419,0.0,0.05,0.15405767236812593,2.4722669456344564
aed,0,917,1,puzzle,2,1.0,0.0,4.630360211347782e-21,0.9815178406633123,1.4722767609949683,1.4607694009834604,1.2428955759783835,0.0,0.05,0.15405767236812593,2.4722767609949683
aed,0,918,1,puzzle,2,1.0,0.0,4.398842200780388e-21,0.9815243682458293,1.472286552368744,1.4610769867403868,1.2304666202185996,0.0,0.05,0.15405767236812593,2.472286552368744
aed,0,919,1,puzzle,2,1.0,0.0,4.178900090741368e-21,0.9815308799055625,1.4722963198583439,1.4613830834059767,1.2181619540164137,0.0,0.05,0.15405767236812593,2.472296319858344
aed,0,920,1,puzzle,2,1.0,0.0,3.969955086204298e-21,0.9815373757104717,1.4723060635657075,1.4616876983067753,1.2059803344762496,0.0,0.05,0.15405767236812593,2.4723060635657075
aed,0,921,1,puzzle,2,1.0,0.0,3.771457331894087e-21,0.9815438557281048,1.4723157835921572,1.4619908387332021,1.193920531131487,0.0,0.05,0.15405767236812593,2.4723157835921574
aed,0,922,1,puzzle,2,1.0,0.0,3.5828844652993884e-21,0.9815503200256004,1.4723254800384007,1.462292511939728,1.1819813258201721,0.0,0.05,0.15405767236812593,2.4723254800384007
aed,0,923,1,puzzle,2,1.0,0.0,3.4037402420344166e-21,0.9815567686696931,1.4723351530045397,1.4625927251450521,1.1701615125619704,0.0,0.05,0.15405767236812593,2.47233515300454
aed,0,924,1,puzzle,2,1.0,0.0,3.233553229932697e-21,0.9815632017267152,1.4723448025900727,1.4628914855322772,1.1584598974363507,0.0,0.05,0.15405767236812593,2.4723448025900727
aed,0,925,1,puzzle,2,1.0,0.0,3.071875568436059e-21,0.9815696192625981,1.4723544288938972,1.4631888002490852,1.1468752984619872,0.0,0.05,0.15405767236812593,2.4723544288938974
aed,0,926,1,puzzle,0,1.0,0.0,2.9182817900142483e-21,0.9822639546513173,1.473395931976976,1.4634898359077246,1.1354065454773674,0.0,0.05,0.15405767236812593,2.473395931976976
aed,0,927,1,puzzle,2,1.0,0.0,2.7723677005135395e-21,0.9822701476808704,1.4734052215213056,1.4637894128357927,1.1240524800225937,0.0,0.05,0.15405767236812593,2.473405221521306
aed,0,928,1,puzzle,2,1.0,0.0,2.6337493154878613e-21,0.9822763258089675,1.4734144887134513,1.464087538215181,1.1128119552223679,0.0,0.05,0.15405767236812593,2.473414488713451
aed,0,929,1,puzzle,2,1.0,0.0,2.5020618497134707e-21,0.9822824890983305,1.4734237336474958,1.4643842191923426,1.1016838356701442,0.0,0.05,0.15405767236812593,2.473423733647496
aed,0,930,1,puzzle,2,1.0,0.0,2.3769587572277992e-21,0.9822886376113059,1.4734329564169588,1.4646794628784656,1.0906669973134426,0.0,0.05,0.15405767236812593,2.473432956416959
aed,0,931,1,puzzle,2,1.0,0.0,2.2581108193664045e-21,0.9822947714098683,1.4734421571148024,1.4649732763496472,1.0797603273403082,0.0,0.05,0.15405767236812593,2.4734421571148024
aed,0,932,1,puzzle,2,1.0,0.0,2.1452052783980872e-21,0.9823008905556224,1.4734513358334336,1.4652656666470663,1.068962724066905,0.0,0.05,0.15405767236812593,2.473451335833434
aed,0,933,1,puzzle,2,1.0,0.0,2.0379450144781826e-21,0.9823069951098095,1.4734604926647141,1.4655566407771545,1.058273096826236,0.0,0.05,0.15405767236812593,2.473460492664714
aed,0,934,1,puzzle,2,1.0,0.0,1.9360477637542726e-21,0.9823130851333055,1.4734696276999584,1.4658462057117685,1.0476903658579735,0.0,0.05,0.15405767236812593,2.4734696276999584
aed,0,935,1,puzzle,2,1.0,0.0,1.839245375566562e-21,0.9823191606866233,1.4734787410299348,1.4661343683883594,1.0372134621993938,0.0,0.05,0.15405767236812593,2.473478741029935
aed,0,936,1,puzzle,2,1.0,0.0,1.74728310678823e-21,0.982325221829923,1.4734878327448846,1.466421135710142,1.0268413275773998,0.0,0.05,0.15405767236812593,2.4734878327448846
aed,0,937,1,puzzle,2,1.0,0.0,1.6599189514488184e-21,0.9823312686230034,1.473496902934505,1.4667065145462639,1.0165729143016258,0.0,0.05,0.15405767236812593,2.473496902934505
aed,0,938,1,puzzle,2,1.0,0.0,1.5769230038763787e-21,0.982337301125317,1.4735059516879756,1.4669905117319724,1.0064071851586096,0.0,0.05,0.15405767236812593,2.473505951687976
aed,0,939,1,puzzle,2,1.0,0.0,1.4980768536825586e-21,0.9823433193959634,1.4735149790939452,1.4672731340687823,0.9963431133070235,0.0,0.05,0.15405767236812593,2.4735149790939452
aed,0,940,1,puzzle,2,1.0,0.0,1.4231730109984306e-21,0.9823493234936934,1.4735239852405402,1.4675543883246411,0.9863796821739533,0.0,0.05,0.15405767236812593,2.47352398524054
aed,0,941,1,puzzle,2,1.0,0.0,1.3520143604485117e-21,0.9823553134769162,1.4735329702153743,1.467834281234095,0.9765158853522138,0.0,0.05,0.15405767236812593,2.4735329702153743
aed,0,942,1,puzzle,2,1.0,0.0,1.2844136424260846e-21,0.9823612894036988,1.4735419341055482,1.4681128194984523,0.9667507264986916,0.0,0.05,0.15405767236812593,2.4735419341055485
aed,0,943,1,puzzle,2,1.0,0.0,1.2201929603047814e-21,0.9823672513317684,1.4735508769976526,1.4683900097859484,0.9570832192337048,0.0,0.05,0.15405767236812593,2.4735508769976526
aed,0,944,1,puzzle,2,1.0,0.0,1.1591833122895419e-21,0.9823731993185137,1.4735597989777707,1.4686658587319075,0.9475123870413678,0.0,0.05,0.15405767236812593,2.473559798977771
aed,0,945,1,puzzle,2,1.0,0.0,1.1012241466750628e-21,0.982379133420992,1.473568700131488,1.4689403729389054,0.938037263170954,0.0,0.05,0.15405767236812593,2.473568700131488
aed,0,946,1,puzzle,2,1.0,0.0,1.0461629393413115e-21,0.9823850536959283,1.4735775805438924,1.4692135589769304,0.9286568905392445,0.0,0.05,0.15405767236812593,2.4735775805438927
aed,0,947,1,puzzle,2,1.0,0.0,9.938547923742455e-22,0.9823909601997168,1.4735864402995753,1.4694854233835437,0.919370321633852,0.0,0.05,0.15405767236812593,2.4735864402995755
aed,0,948,1,puzzle,2,1.0,0.0,9.441620527555321e-22,0.9823968529884267,1.4735952794826401,1.4697559726640392,0.9101766184175135,0.0,0.05,0.15405767236812593,2.47359527948264
aed,0,949,1,puzzle,2,1.0,0.0,8.969539501177558e-22,0.982402732117802,1.4736040981767031,1.4700252132916025,0.9010748522333384,0.0,0.05,0.15405767236812593,2.473604098176703
aed,0,950,1,puzzle,2,1.0,0.0,8.521062526118676e-22,0.9824085976432662,1.4736128964648993,1.4702931517074689,0.892064103711005,0.0,0.05,0.15405767236812593,2.4736128964648993
aed,0,951,1,puzzle,2,1.0,0.0,8.095009399812753e-22,0.9824144496199195,1.4736216744298793,1.4705597943210809,0.8831434626738949,0.0,0.05,0.15405767236812593,2.4736216744298796
aed,0,952,1,puzzle,2,1.0,0.0,7.6902589298220985e-22,0.982420288102552,1.473630432153828,1.4708251475102445,0.8743120280471559,0.0,0.05,0.15405767236812593,2.4736304321538283
aed,0,953,1,puzzle,2,1.0,0.0,7.305745983330997e-22,0.982426113145632,1.473639169718448,1.4710892176212855,0.8655689077666844,0.0,0.05,0.15405767236812593,2.473639169718448
aed,0,954,1,puzzle,2,1.0,0.0,6.94045868416446e-22,0.9824319248033192,1.4736478872049787,1.471352010969204,0.8569132186890175,0.0,0.05,0.15405767236812593,2.4736478872049785
aed,0,955,1,puzzle,2,1.0,0.0,6.593435749956235e-22,0.9824377231294624,1.4736565846941936,1.471613533837829,0.8483440865021273,0.0,0.05,0.15405767236812593,2.4736565846941936
aed,0,956,1,puzzle,2,1.0,0.0,6.263763962458429e-22,0.9824435081776037,1.4736652622664055,1.4718737924799716,0.839860645637106,0.0,0.05,0.15405767236812593,2.4736652622664055
aed,0,957,1,puzzle,2,1.0,0.0,5.950575764335507e-22,0.982449280000977,1.4736739200014655,1.4721327931175792,0.831462039180735,0.0,0.05,0.15405767236812593,2.4736739200014655
aed,0,958,1,puzzle,2,1.0,0.0,5.653046976118731e-22,0.982455038652516,1.473682557978774,1.4723905419418852,0.8231474187889277,0.0,0.05,0.15405767236812593,2.473682557978774
aed,0,959,1,puzzle,2,1.0,0.0,5.37039462731279e-22,0.9824607841848517,1.4736911762772775,1.4726470451135623,0.8149159446010384,0.0,0.05,0.15405767236812593,2.4736911762772777
aed,0,960,1,puzzle,2,1.0,0.0,5.101874895947145e-22,0.9824665166503177,1.4736997749754766,1.4729023087628719,0.8067667851550281,0.0,0.05,0.15405767236812593,2.4736997749754766
aed,0,961,1,puzzle,2,1.0,0.0,4.846781151149788e-22,0.9824722361009494,1.473708354151424,1.4731563389898148,0.7986991173034778,0.0,0.05,0.15405767236812593,2.473708354151424
aed,0,962,1,puzzle,2,1.0,0.0,4.604442093592304e-22,0.9824779425884878,1.4737169138827317,1.4734091418642794,0.790712126130443,0.0,0.05,0.15405767236812593,2.4737169138827317
aed,0,963,1,puzzle,2,1.0,0.0,4.374219988912681e-22,0.9824836361643823,1.4737254542465734,1.4736607234261907,0.7828050048691385,0.0,0.05,0.15405767236812593,2.4737254542465736
aed,0,964,1,puzzle,2,1.0,0.0,4.155508989467044e-22,0.9824893168797941,1.4737339753196912,1.4739110896856582,0.7751540691864142,0.0,0.05,0.15405767236812593,2.473733975319691
aed,0,965,1,puzzle,2,1.0,0.0,3.9477335399937023e-22,0.9824949847855933,1.4737424771783898,1.4741602466231218,0.7678202979392821,0.0,0.05,0.15405767236812593,2.47374247717839
aed,0,966,1,puzzle,2,1.0,0.0,3.750346862994014e-22,0.9825006399323638,1.4737509598985457,1.474408200189499,0.7607993352508425,0.0,0.05,0.15405767236812593,2.4737509598985454
aed,0,967,1,puzzle,2,1.0,0.0,3.5628295198443128e-22,0.9825062823704102,1.4737594235556153,1.4746549563063294,0.7540868746490482,0.0,0.05,0.15405767236812593,2.4737594235556153
aed,0,968,2,mastered,1,0.0,0.0,3.3846880438520967e-22,0.983066459415446,1.474599689123169,1.4749046799704135,0.7468509967498023,0.0,0.05,0.15405767236812593,1.474599689123169
aed,0,969,1,puzzle,1,0.0,0.0,3.2154536416594953e-22,0.8551754036549407,1.2827631054824111,1.4741939720979735,0.9308133533978666,0.0,0.05,0.15405767236812593,1.2827631054824111
aed,0,970,1,puzzle,2,1.0,0.0,3.054680959576519e-22,0.9830719594039125,1.4746079391058686,1.474446041933013,0.921505219863888,0.0,0.05,0.15405767236812593,2.4746079391058684
aed,0,971,1,puzzle,2,1.0,0.0,2.9019469115976946e-22,0.983077447048244,1.474616170572366,1.4746968925762096,0.9123708896690927,0.0,0.05,0.15405767236812593,2.474616170572366
aed,0,972,1,puzzle,2,1.0,0.0,2.7568495660178035e-22,0.9830829223969257,1.4746243835953887,1.4749465300313054,0.9035693272083185,0.0,0.05,0.15405767236812593,2.4746243835953887
aed,0,973,1,puzzle,2,1.0,0.0,2.6190070877169193e-22,0.9830883854981737,1.4746325782472605,1.4751949602723853,0.8950960159613601,0.0,0.05,0.15405767236812593,2.4746325782472605
aed,0,974,1,puzzle,2,1.0,0.0,2.4880567333310677e-22,0.9830938363999318,1.4746407545998976,1.4754421892440228,0.8869464904458717,0.0,0.05,0.15405767236812593,2.4746407545998976
aed,0,975,1,puzzle,2,1.0,0.0,2.363653896664515e-22,0.9830992751498807,1.474648912724821,1.4756882228614268,0.8791163356780187,0.0,0.05,0.15405767236812593,2.4746489127248212
aed,0,976,1,puzzle,2,1.0,0.0,2.2454712018312886e-22,0.9831047017954345,1.4746570526931517,1.4759330670105855,0.8716011866386723,0.0,0.05,0.15405767236812593,2.4746570526931517
aed,0,977,1,puzzle,2,1.0,0.0,2.13319764173973e-22,0.9831101163837457,1.4746651745756185,1.4761767275484106,0.8643967277450776,0.0,0.05,0.15405767236812593,2.4746651745756187
aed,0,978,1,puzzle,0,1.0,0.0,2.0265377596527361e-22,0.9836912124986882,1.4755368187480322,1.4764235280044085,0.8566394697240031,0.0,0.05,0.15405767236812593,2.475536818748032
aed,0,979,1,puzzle,2,1.0,0.0,1.9252108716701016e-22,0.9836964555104898,1.4755446832657346,1.476669133780715,0.8491975255417433,0.0,0.05,0.15405767236812593,2.475544683265735
aed,0,980,1,puzzle,2,1.0,0.0,1.8289503280865958e-22,0.9837016869013939,1.4755525303520909,1.4769135507635718,0.8420665706978068,0.0,0.05,0.15405767236812593,2.4755525303520907
aed,0,981,1,puzzle,2,1.0,0.0,1.7375028116822663e-22,0.9837069067164658,1.4755603600746987,1.4771567848101272,0.8352423297262572,0.0,0.05,0.15405767236812593,2.4755603600746987
aed,0,982,1,puzzle,2,1.0,0.0,1.6506276710981558e-22,0.983712115000522,1.475568172500783,1.4773988417485804,0.828720575676792,0.0,0.05,0.15405767236812593,2.475568172500783
aed,0,983,1,puzzle,2,1.0,0.0,1.5680962875432452e-22,0.9837173117981337,1.4755759676972007,1.4776397273783235,0.822497129601147,0.0,0.05,0.15405767236812593,2.4755759676972007
aed,0,984,1,puzzle,2,1.0,0.0,1.4896914731660858e-22,0.983722497153626,1.475583745730439,1.477879447470084,0.8165678600447804,0.0,0.05,0.15405767236812593,2.475583745730439
aed,0,985,1,puzzle,2,1.0,0.0,1.415206899507779e-22,0.9837276711110832,1.4755915066666248,1.4781180077660667,0.8109286825437746,0.0,0.05,0.15405767236812593,2.4755915066666248
aed,0,986,1,puzzle,2,1.0,0.0,1.3444465545323905e-22,0.983732833714345,1.4755992505715174,1.4783554139800938,0.8055755591269133,0.0,0.05,0.15405767236812593,2.475599250571517
aed,0,987,1,puzzle,2,1.0,0.0,1.277224226805772e-22,0.9837379850070138,1.4756069775105207,1.4785916717977459,0.8005044978228693,0.0,0.05,0.15405767236812593,2.4756069775105205
aed,0,988,1,puzzle,2,1.0,0.0,1.2133630154654824e-22,0.9837431250324562,1.4756146875486844,1.4788267868765004,0.7957115521724565,0.0,0.05,0.15405767236812593,2.4756146875486844
aed,0,989,1,puzzle,2,1.0,0.0,1.1526948646922092e-22,0.9837482538337986,1.4756223807506978,1.4790607648458713,0.7911928207459054,0.0,0.05,0.15405767236812593,2.475622380750698
aed,0,990,1,puzzle,2,1.0,0.0,1.0950601214575983e-22,0.9837533714539327,1.4756300571808991,1.4792936113075466,0.7869444466650938,0.0,0.05,0.15405767236812593,2.475630057180899
aed,0,991,1,puzzle,2,1.0,0.0,1.0403071153847173e-22,0.983758477935523,1.4756377169032844,1.479525331835525,0.7829626171306835,0.0,0.05,0.15405767236812593,2.475637716903284
aed,0,992,1,puzzle,2,1.0,0.0,9.88291759615482e-23,0.9837635733209964,1.4756453599814945,1.4797559319762548,0.7792435629541369,0.0,0.05,0.15405767236812593,2.4756453599814945
aed,0,993,1,puzzle,2,1.0,0.0,9.388771716347092e-23,0.9837686576525553,1.475652986478833,1.4799854172487676,0.7757835580945301,0.0,0.05,0.15405767236812593,2.475652986478833
aed,0,994,1,puzzle,2,1.0,0.0,8.919333130529706e-23,0.9837737309721686,1.475660596458253,1.4802137931448152,0.772578919200147,0.0,0.05,0.15405767236812593,2.475660596458253
aed,0,995,1,puzzle,2,1.0,0.0,8.473366474003239e-23,0.9837787933215844,1.4756681899823765,1.480441065129003,0.769626005154772,0.0,0.05,0.15405767236812593,2.4756681899823763
aed,0,996,1,puzzle,2,1.0,0.0,8.049698150303074e-23,0.9837838447423234,1.475675767113485,1.4806672386389255,0.7669212166286646,0.0,0.05,0.15405767236812593,2.475675767113485
aed,0,997,1,puzzle,2,1.0,0.0,7.647213242787917e-23,0.9837888852756815,1.4756833279135222,1.4808923190852985,0.7644609956341543,0.0,0.05,0.15405767236812593,2.475683327913522
aed,0,998,1,puzzle,2,1.0,0.0,7.264852580648515e-23,0.9837939149627368,1.4756908724441051,1.4811163118520927,0.7622418250858003,0.0,0.05,0.15405767236812593,2.475690872444105
aed,0,999,1,puzzle,2,1.0,0.0,6.901609951616101e-23,0.983798933844343,1.4756984007665146,1.4813392222966648,0.7602602283650925,0.0,0.05,0.15405767236812593,2.4756984007665146
aed,0,1000,1,puzzle,2,1.0,0.0,6.556529454035292e-23,0.9838039419611392,1.4757059129417087,1.4815610557498902,0.758512768889623,0.0,0.05,0.15405767236812593,2.4757059129417085
aed,0,1001,1,puzzle,2,1.0,0.0,6.228702981333531e-23,0.983808939353544,1.475713409030316,1.4817818175162922,0.7569960496867032,0.0,0.05,0.15405767236812593,2.475713409030316
aed,0,1002,1,puzzle,2,1.0,0.0,5.917267832266855e-23,0.9838139260617618,1.4757208890926425,1.482001512874174,0.7557067129713675,0.0,0.05,0.15405767236812593,2.4757208890926425
aed,0,1003,1,puzzle,2,1.0,0.0,5.621404440653498e-23,0.9838189021257834,1.4757283531886751,1.4822201470757463,0.754641439728725,0.0,0.05,0.15405767236812593,2.475728353188675
aed,0,1004,1,puzzle,2,1.0,0.0,5.340334218620833e-23,0.9838238675853859,1.4757358013780788,1.482437725347258,0.753796949300617,0.0,0.05,0.15405767236812593,2.475735801378079
aed,0,1005,1,puzzle,2,1.0,0.0,5.0733175076897907e-23,0.9838288224801371,1.4757432337202057,1.4826542528891227,0.7531699989765278,0.0,0.05,0.15405767236812593,2.4757432337202054
aed,0,1006,2,mastered,1,0.0,0.0,4.819651632305302e-23,0.9843074057480653,1.476461108622098,1.4828732871677877,0.7520504775324521,0.0,0.05,0.15405767236812593,1.476461108622098
aed,0,1007,1,puzzle,1,0.0,0.0,4.5786690506900436e-23,0.8574838243196374,1.286225736479456,1.482140049414346,0.9404442856920175,0.0,0.05,0.15405767236812593,1.286225736479456
aed,0,1008,1,puzzle,2,1.0,0.0,4.349735598155528e-23,0.9843122444076191,1.4764683666114287,1.4823616910003314,0.9369331672240001,0.0,0.05,0.15405767236812593,2.476468366611429
aed,0,1009,1,puzzle,2,1.0,0.0,4.1322488182477546e-23,0.9843170727854189,1.4764756091781284,1.4825822605912204,0.9336704869648522,0.0,0.05,0.15405767236812593,2.476475609178128
aed,0,1010,1,puzzle,2,1.0,0.0,3.925636377335369e-23,0.9843218909196895,1.4764828363795341,1.482801763470162,0.9306527091858315,0.0,0.05,0.15405767236812593,2.4764828363795344
aed,0,1011,1,puzzle,2,1.0,0.0,3.7293545584685947e-23,0.9843266988484576,1.4764900482726864,1.4830202048941747,0.9278763387154616,0.0,0.05,0.15405767236812593,2.4764900482726864
aed,0,1012,1,puzzle,2,1.0,0.0,3.542886830545167e-23,0.9843314966095438,1.4764972449143157,1.4832375900942754,0.9253379205082667,0.0,0.05,0.15405767236812593,2.4764972449143157
aed,0,1013,1,puzzle,2,1.0,0.0,3.3657424890179113e-23,0.9843362842405732,1.4765044263608598,1.4834539242756082,0.9230340392179325,0.0,0.05,0.15405767236812593,2.4765044263608598
aed,0,1014,1,puzzle,2,1.0,0.0,3.1974553645670125e-23,0.9843410617789731,1.4765115926684595,1.4836692126175723,0.920961318774866,0.0,0.05,0.15405767236812593,2.4765115926684595
aed,0,1015,1,puzzle,2,1.0,0.0,3.037582596338667e-23,0.9843458292619718,1.4765187438929577,1.4838834602739492,0.9191164219681088,0.0,0.05,0.15405767236812593,2.4765187438929575
aed,0,1016,1,puzzle,2,1.0,0.0,2.8857034665217294e-23,0.9843505867266057,1.4765258800899086,1.4840966723730291,0.9174960500315482,0.0,0.05,0.15405767236812593,2.4765258800899086
aed,0,1017,1,puzzle,2,1.0,0.0,2.7414182931956434e-23,0.9843553342097162,1.4765330013145743,1.484308854017737,0.9160969422343953,0.0,0.05,0.15405767236812593,2.476533001314574
aed,0,1018,1,puzzle,2,1.0,0.0,2.604347378535863e-23,0.9843600717479511,1.4765401076219267,1.484520010285758,0.9149158754758827,0.0,0.05,0.15405767236812593,2.4765401076219264
aed,0,1019,1,puzzle,2,1.0,0.0,2.4741300096090672e-23,0.9843647993777686,1.4765471990666528,1.4847301462296627,0.9139496638841338,0.0,0.05,0.15405767236812593,2.476547199066653
aed,0,1020,1,puzzle,2,1.0,0.0,2.350423509128613e-23,0.9843695171354362,1.4765542757031542,1.48493926687703,0.9131951584191682,0.0,0.05,0.15405767236812593,2.4765542757031542
aed,0,1021,1,puzzle,2,1.0,0.0,2.2329023336721832e-23,0.9843742250570346,1.476561337585552,1.4851473772305728,0.9126492464799973,0.0,0.05,0.15405767236812593,2.4765613375855517
aed,0,1022,1,puzzle,2,1.0,0.0,2.1212572169885754e-23,0.9843789231784539,1.4765683847676807,1.4853544822682583,0.9123088515157749,0.0,0.05,0.15405767236812593,2.4765683847676807
aed,0,1023,1,puzzle,2,1.0,0.0,2.015194356139147e-23,0.9843836115354003,1.4765754173031005,1.4855605869434323,0.912170932640949,0.0,0.05,0.15405767236812593,2.4765754173031005
aed,0,1024,1,puzzle,2,1.0,0.0,1.9144346383321865e-23,0.9843882901633956,1.4765824352450934,1.4857656961849406,0.9122324842543866,0.0,0.05,0.15405767236812593,2.4765824352450934
aed,0,1025,1,puzzle,2,1.0,0.0,1.8187129064155776e-23,0.9843929590977768,1.4765894386466651,1.4859698148972493,0.912490535662427,0.0,0.05,0.15405767236812593,2.4765894386466654
aed,0,1026,1,puzzle,0,1.0,0.0,1.727777261094801e-23,0.9848870230886876,1.4773305346330314,1.4861766184959282,0.9122117141686995,0.0,0.05,0.15405767236812593,2.4773305346330314
aed,0,1027,1,puzzle,2,1.0,0.0,1.641388398040058e-23,0.9848915567778103,1.4773373351667154,1.4863824220792823,0.9121346839395794,0.0,0.05,0.15405767236812593,2.477337335166715
aed,0,1028,1,puzzle,2,1.0,0.0,1.559318978138056e-23,0.9848960810944968,1.4773441216417451,1.4865872305770946,0.9122564460355331,0.0,0.05,0.15405767236812593,2.477344121641745
aed,0,1029,1,puzzle,2,1.0,0.0,1.4813530292311563e-23,0.9849005960726487,1.477350894108973,1.486791048894754,0.9125740363609588,0.0,0.05,0.15405767236812593,2.477350894108973
aed,0,1030,1,puzzle,2,1.0,0.0,1.4072853777695973e-23,0.9849051017459912,1.4773576526189869,1.4869938819133752,0.9130845252917376,0.0,0.05,0.15405767236812593,2.477357652618987
aed,0,1031,1,puzzle,2,1.0,0.0,1.3369211088811165e-23,0.9849095981480803,1.4773643972221204,1.487195734489919,0.9137850173066187,0.0,0.05,0.15405767236812593,2.4773643972221207
aed,0,1032,1,puzzle,2,1.0,0.0,1.2700750534370595e-23,0.9849140853122968,1.4773711279684454,1.4873966114573116,0.9146726506224186,0.0,0.05,0.15405767236812593,2.4773711279684454
aed,0,1033,1,puzzle,2,1.0,0.0,1.2065713007652089e-23,0.9849185632718527,1.477377844907779,1.487596517624564,0.9157445968329795,0.0,0.05,0.15405767236812593,2.477377844907779
aed,0,1034,1,puzzle,2,1.0,0.0,1.146242735726948e-23,0.9849230320597889,1.4773845480896834,1.4877954577768895,0.9169980605518557,0.0,0.05,0.15405767236812593,2.4773845480896837
aed,0,1035,1,puzzle,2,1.0,0.0,1.0889305989405996e-23,0.9849274917089798,1.4773912375634697,1.4879934366758223,0.9184302790586898,0.0,0.05,0.15405767236812593,2.4773912375634697
aed,0,1036,1,puzzle,2,1.0,0.0,1.0344840689935694e-23,0.9849319422521298,1.4773979133781947,1.4881904590593342,0.9200385219492424,0.0,0.05,0.15405767236812593,2.4773979133781947
aed,0,1037,1,puzzle,2,1.0,0.0,9.827598655438908e-24,0.98493638372178,1.4774045755826701,1.488386529641951,0.9218200907890308,0.0,0.05,0.15405767236812593,2.4774045755826704
aed,0,1038,1,puzzle,2,1.0,0.0,9.336218722666966e-24,0.9849408161503052,1.4774112242254578,1.4885816531148686,0.9237723187705513,0.0,0.05,0.15405767236812593,2.477411224225458
aed,0,1039,1,puzzle,2,1.0,0.0,8.869407786533626e-24,0.9849452395699132,1.47741785935487,1.4887758341460686,0.9258925703740445,0.0,0.05,0.15405767236812593,2.47741785935487
aed,0,1040,1,puzzle,2,1.0,0.0,8.425937397206925e-24,0.9849496540126548,1.477424481018982,1.4889690773804332,0.9281782410317552,0.0,0.05,0.15405767236812593,2.477424481018982
aed,0,1041,1,puzzle,2,1.0,0.0,8.004640527346594e-24,0.9849540595104123,1.4774310892656184,1.489161387439859,0.9306267567956783,0.0,0.05,0.15405767236812593,2.477431089265618
aed,0,1042,1,puzzle,2,1.0,0.0,7.60440850097926e-24,0.9849584560949111,1.4774376841423666,1.4893527689233714,0.9332355740087263,0.0,0.05,0.15405767236812593,2.477437684142367
aed,0,1043,1,puzzle,2,1.0,0.0,7.224188075930304e-24,0.9849628437977178,1.4774442656965767,1.4895432264072375,0.9360021789792997,0.0,0.05,0.15405767236812593,2.477444265696577
aed,0,1044,1,puzzle,2,1.0,0.0,6.862978672133774e-24,0.984967222650236,1.4774508339753538,1.489732764445078,0.9389240876592309,0.0,0.05,0.15405767236812593,2.477450833975354
aed,0,1045,1,puzzle,2,1.0,0.0,6.5198297385270855e-24,0.984971592683714,1.477457389025571,1.4899213875679804,0.9419988453250479,0.0,0.05,0.15405767236812593,2.477457389025571
aed,0,1046,1,puzzle,2,1.0,0.0,6.193838251600731e-24,0.9849759539292448,1.477463930893867,1.4901091002846099,0.9452240262625401,0.0,0.05,0.15405767236812593,2.477463930893867
aed,0,1047,1,puzzle,2,1.0,0.0,5.884146339020692e-24,0.9849803064177624,1.4774704596266435,1.49029590708132,0.9485972334545912,0.0,0.05,0.15405767236812593,2.4774704596266437
aed,0,1048,1,puzzle,2,1.0,0.0,5.589939022069672e-24,0.984984650180048,1.477476975270072,1.4904818124222639,0.9521160982722371,0.0,0.05,0.15405767236812593,2.477476975270072
aed,0,1049,1,puzzle,2,1.0,0.0,5.310442070966186e-24,0.9849889852467298,1.4774834778700947,1.490666820749503,0.9557782801689231,0.0,0.05,0.15405767236812593,2.477483477870095
aed,0,1050,1,puzzle,2,1.0,0.0,5.044919967417868e-24,0.9849933116482813,1.477489967472422,1.4908509364831175,0.9595814663779293,0.0,0.05,0.15405767236812593,2.477489967472422
aed,0,1051,1,puzzle,2,1.0,0.0,4.7926739690469714e-24,0.9849976294150251,1.4774964441225378,1.4910341640213145,0.9635233716129267,0.0,0.05,0.15405767236812593,2.4774964441225378
aed,0,1052,1,puzzle,2,1.0,0.0,4.5530402705946334e-24,0.9850019385771348,1.4775029078657023,1.4912165077405364,0.9676017377716315,0.0,0.05,0.15405767236812593,2.477502907865702
